Type,TMDB_ID,Title,LastEpWatched,Watchlist,Memo
tv,46896,The Originals,,plan to watch,Chronological watch order #118 — S01E15
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #119 — S05E15
tv,46896,The Originals,,plan to watch,Chronological watch order #120 — S01E16
tv,46896,The Originals,,plan to watch,Chronological watch order #121 — S01E17
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #122 — S05E16
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #123 — S05E17
tv,46896,The Originals,,plan to watch,Chronological watch order #124 — S01E18
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #125 — S05E18
tv,46896,The Originals,,plan to watch,Chronological watch order #126 — S01E19
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #127 — S05E19
tv,46896,The Originals,,plan to watch,Chronological watch order #128 — S01E20
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #129 — S05E20
tv,46896,The Originals,,plan to watch,Chronological watch order #130 — S01E21
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #131 — S05E21
tv,46896,The Originals,,plan to watch,Chronological watch order #132 — S01E22
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #133 — S05E22
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #134 — S06E01
tv,46896,The Originals,,plan to watch,Chronological watch order #135 — S02E01
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #136 — S06E02
tv,46896,The Originals,,plan to watch,Chronological watch order #137 — S02E02
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #138 — S06E03
tv,46896,The Originals,,plan to watch,Chronological watch order #139 — S02E03
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #140 — S06E04
tv,46896,The Originals,,plan to watch,Chronological watch order #141 — S02E04
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #142 — S06E05
tv,46896,The Originals,,plan to watch,Chronological watch order #143 — S02E05
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #144 — S06E06
tv,46896,The Originals,,plan to watch,Chronological watch order #145 — S02E06
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #146 — S06E07
tv,46896,The Originals,,plan to watch,Chronological watch order #147 — S02E07
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #148 — S06E08
tv,46896,The Originals,,plan to watch,Chronological watch order #149 — S02E08
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #150 — S06E09
tv,46896,The Originals,,plan to watch,Chronological watch order #151 — S02E09
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #152 — S06E10
tv,46896,The Originals,,plan to watch,Chronological watch order #153 — S02E10
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #154 — S06E11
tv,46896,The Originals,,plan to watch,Chronological watch order #155 — S02E11
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #156 — S06E12
tv,46896,The Originals,,plan to watch,Chronological watch order #157 — S02E12
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #158 — S06E13
tv,46896,The Originals,,plan to watch,Chronological watch order #159 — S02E13
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #160 — S06E14
tv,46896,The Originals,,plan to watch,Chronological watch order #161 — S02E14
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #162 — S06E15
tv,46896,The Originals,,plan to watch,Chronological watch order #163 — S02E15
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #164 — S06E16
tv,46896,The Originals,,plan to watch,Chronological watch order #165 — S02E16
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #166 — S06E17
tv,46896,The Originals,,plan to watch,Chronological watch order #167 — S02E17
tv,46896,The Originals,,plan to watch,Chronological watch order #168 — S02E18
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #169 — S06E18
tv,46896,The Originals,,plan to watch,Chronological watch order #170 — S02E19
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #171 — S06E19
tv,46896,The Originals,,plan to watch,Chronological watch order #172 — S02E20
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #173 — S06E20
tv,46896,The Originals,,plan to watch,Chronological watch order #174 — S02E21
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #175 — S06E21
tv,46896,The Originals,,plan to watch,Chronological watch order #176 — S02E22
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #177 — S06E22
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #178 — S07E01
tv,46896,The Originals,,plan to watch,Chronological watch order #179 — S03E01
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #180 — S07E02
tv,46896,The Originals,,plan to watch,Chronological watch order #181 — S03E02
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #182 — S07E03
tv,46896,The Originals,,plan to watch,Chronological watch order #183 — S03E03
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #184 — S07E04
tv,46896,The Originals,,plan to watch,Chronological watch order #185 — S03E04
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #186 — S07E05
tv,46896,The Originals,,plan to watch,Chronological watch order #187 — S03E05
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #188 — S07E06
tv,46896,The Originals,,plan to watch,Chronological watch order #189 — S03E06
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #190 — S07E07
tv,46896,The Originals,,plan to watch,Chronological watch order #191 — S03E07
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #192 — S07E08
tv,46896,The Originals,,plan to watch,Chronological watch order #193 — S03E08
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #194 — S07E09
tv,46896,The Originals,,plan to watch,Chronological watch order #195 — S03E09
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #196 — S07E10
tv,46896,The Originals,,plan to watch,Chronological watch order #197 — S03E10
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #198 — S07E11
tv,46896,The Originals,,plan to watch,Chronological watch order #199 — S03E11
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #200 — S07E12
tv,46896,The Originals,,plan to watch,Chronological watch order #201 — S03E12
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #202 — S07E13
tv,46896,The Originals,,plan to watch,Chronological watch order #203 — S03E13
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #204 — S07E14
tv,46896,The Originals,,plan to watch,Chronological watch order #205 — S03E14
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #206 — S07E15
tv,46896,The Originals,,plan to watch,Chronological watch order #207 — S03E15
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #208 — S07E16
tv,46896,The Originals,,plan to watch,Chronological watch order #209 — S03E16
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #210 — S07E17
tv,46896,The Originals,,plan to watch,Chronological watch order #211 — S03E17
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #212 — S07E18
tv,46896,The Originals,,plan to watch,Chronological watch order #213 — S03E18
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #214 — S07E19
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #215 — S07E20
tv,46896,The Originals,,plan to watch,Chronological watch order #216 — S03E19
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #217 — S07E21
tv,46896,The Originals,,plan to watch,Chronological watch order #218 — S03E20
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #219 — S07E22
tv,46896,The Originals,,plan to watch,Chronological watch order #220 — S03E21
tv,46896,The Originals,,plan to watch,Chronological watch order #221 — S03E22
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #222 — S08E01
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #223 — S08E02
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #224 — S08E03
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #225 — S08E04
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #226 — S08E05
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #227 — S08E06
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #228 — S08E07
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #229 — S08E08
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #230 — S08E09
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #231 — S08E10
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #232 — S08E11
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #233 — S08E12
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #234 — S08E13
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #235 — S08E14
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #236 — S08E15
tv,18165,The Vampire Diaries,,plan to watch,Chronological watch order #237 — S08E16
tv,46896,The Originals,,plan to watch,Chronological watch order #238 — S04E01
tv,46896,The Originals,,plan to watch,Chronological watch order #239 — S04E02
tv,46896,The Originals,,plan to watch,Chronological watch order #240 — S04E03
tv,46896,The Originals,,plan to watch,Chronological watch order #241 — S04E04
tv,46896,The Originals,,plan to watch,Chronological watch order #242 — S04E05
tv,46896,The Originals,,plan to watch,Chronological watch order #243 — S04E06
tv,46896,The Originals,,plan to watch,Chronological watch order #244 — S04E07
tv,46896,The Originals,,plan to watch,Chronological watch order #245 — S04E08
tv,46896,The Originals,,plan to watch,Chronological watch order #246 — S04E09
tv,46896,The Originals,,plan to watch,Chronological watch order #247 — S04E10
tv,46896,The Originals,,plan to watch,Chronological watch order #248 — S04E11
tv,46896,The Originals,,plan to watch,Chronological watch order #249 — S04E12
tv,46896,The Originals,,plan to watch,Chronological watch order #250 — S04E13
tv,46896,The Originals,,plan to watch,Chronological watch order #251 — S05E01
tv,46896,The Originals,,plan to watch,Chronological watch order #252 — S05E02
tv,46896,The Originals,,plan to watch,Chronological watch order #253 — S05E03
tv,46896,The Originals,,plan to watch,Chronological watch order #254 — S05E04
tv,46896,The Originals,,plan to watch,Chronological watch order #255 — S05E05
tv,46896,The Originals,,plan to watch,Chronological watch order #256 — S05E06
tv,46896,The Originals,,plan to watch,Chronological watch order #257 — S05E07
tv,46896,The Originals,,plan to watch,Chronological watch order #258 — S05E08
tv,46896,The Originals,,plan to watch,Chronological watch order #259 — S05E09
tv,46896,The Originals,,plan to watch,Chronological watch order #260 — S05E10
tv,46896,The Originals,,plan to watch,Chronological watch order #261 — S05E11
tv,46896,The Originals,,plan to watch,Chronological watch order #262 — S05E12
tv,46896,The Originals,,plan to watch,Chronological watch order #263 — S05E13
tv,79460,Legacies,,plan to watch,Chronological watch order #264 — S01E01
tv,79460,Legacies,,plan to watch,Chronological watch order #265 — S01E02
tv,79460,Legacies,,plan to watch,Chronological watch order #266 — S01E03
tv,79460,Legacies,,plan to watch,Chronological watch order #267 — S01E04
tv,79460,Legacies,,plan to watch,Chronological watch order #268 — S01E05
tv,79460,Legacies,,plan to watch,Chronological watch order #269 — S01E06
tv,79460,Legacies,,plan to watch,Chronological watch order #270 — S01E07
tv,79460,Legacies,,plan to watch,Chronological watch order #271 — S01E08
tv,79460,Legacies,,plan to watch,Chronological watch order #272 — S01E09
tv,79460,Legacies,,plan to watch,Chronological watch order #273 — S01E10
tv,79460,Legacies,,plan to watch,Chronological watch order #274 — S01E11
tv,79460,Legacies,,plan to watch,Chronological watch order #275 — S01E12
tv,79460,Legacies,,plan to watch,Chronological watch order #276 — S01E13
tv,79460,Legacies,,plan to watch,Chronological watch order #277 — S01E14
tv,79460,Legacies,,plan to watch,Chronological watch order #278 — S01E15
tv,79460,Legacies,,plan to watch,Chronological watch order #279 — S01E16
tv,79460,Legacies,,plan to watch,Chronological watch order #280 — S02E01
tv,79460,Legacies,,plan to watch,Chronological watch order #281 — S02E02
tv,79460,Legacies,,plan to watch,Chronological watch order #282 — S02E03
tv,79460,Legacies,,plan to watch,Chronological watch order #283 — S02E04
tv,79460,Legacies,,plan to watch,Chronological watch order #284 — S02E05
tv,79460,Legacies,,plan to watch,Chronological watch order #285 — S02E06
tv,79460,Legacies,,plan to watch,Chronological watch order #286 — S02E07
tv,79460,Legacies,,plan to watch,Chronological watch order #287 — S02E08
tv,79460,Legacies,,plan to watch,Chronological watch order #288 — S02E09
tv,79460,Legacies,,plan to watch,Chronological watch order #289 — S02E10
tv,79460,Legacies,,plan to watch,Chronological watch order #290 — S02E11
tv,79460,Legacies,,plan to watch,Chronological watch order #291 — S02E12
tv,79460,Legacies,,plan to watch,Chronological watch order #292 — S02E13
tv,79460,Legacies,,plan to watch,Chronological watch order #293 — S02E14
tv,79460,Legacies,,plan to watch,Chronological watch order #294 — S02E15
tv,79460,Legacies,,plan to watch,Chronological watch order #295 — S02E16
tv,79460,Legacies,,plan to watch,Chronological watch order #296 — S03E01
tv,79460,Legacies,,plan to watch,Chronological watch order #297 — S03E02
tv,79460,Legacies,,plan to watch,Chronological watch order #298 — S03E03
tv,79460,Legacies,,plan to watch,Chronological watch order #299 — S03E04
tv,79460,Legacies,,plan to watch,Chronological watch order #300 — S03E05
tv,79460,Legacies,,plan to watch,Chronological watch order #301 — S03E06
tv,79460,Legacies,,plan to watch,Chronological watch order #302 — S03E07
tv,79460,Legacies,,plan to watch,Chronological watch order #303 — S03E08
tv,79460,Legacies,,plan to watch,Chronological watch order #304 — S03E09
tv,79460,Legacies,,plan to watch,Chronological watch order #305 — S03E10
tv,79460,Legacies,,plan to watch,Chronological watch order #306 — S03E11
tv,79460,Legacies,,plan to watch,Chronological watch order #307 — S03E12
tv,79460,Legacies,,plan to watch,Chronological watch order #308 — S03E13
tv,79460,Legacies,,plan to watch,Chronological watch order #309 — S03E14
tv,79460,Legacies,,plan to watch,Chronological watch order #310 — S03E15
tv,79460,Legacies,,plan to watch,Chronological watch order #311 — S03E16
tv,79460,Legacies,,plan to watch,Chronological watch order #312 — S04E01
tv,79460,Legacies,,plan to watch,Chronological watch order #313 — S04E02
tv,79460,Legacies,,plan to watch,Chronological watch order #314 — S04E03
tv,79460,Legacies,,plan to watch,Chronological watch order #315 — S04E04
tv,79460,Legacies,,plan to watch,Chronological watch order #316 — S04E05
tv,79460,Legacies,,plan to watch,Chronological watch order #317 — S04E06
tv,79460,Legacies,,plan to watch,Chronological watch order #318 — S04E07
tv,79460,Legacies,,plan to watch,Chronological watch order #319 — S04E08
tv,79460,Legacies,,plan to watch,Chronological watch order #320 — S04E09
tv,79460,Legacies,,plan to watch,Chronological watch order #321 — S04E10
tv,79460,Legacies,,plan to watch,Chronological watch order #322 — S04E11
tv,79460,Legacies,,plan to watch,Chronological watch order #323 — S04E12
tv,79460,Legacies,,plan to watch,Chronological watch order #324 — S04E13
tv,79460,Legacies,,plan to watch,Chronological watch order #325 — S04E14
tv,79460,Legacies,,plan to watch,Chronological watch order #326 — S04E15
tv,79460,Legacies,,plan to watch,Chronological watch order #327 — S04E16
tv,79460,Legacies,,plan to watch,Chronological watch order #328 — S04E17
tv,79460,Legacies,,plan to watch,Chronological watch order #329 — S04E18
tv,79460,Legacies,,plan to watch,Chronological watch order #330 — S04E19
tv,79460,Legacies,,plan to watch,Chronological watch order #331 — S04E20
